mName,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation (address),GeoLocation (zip),GeoLocation (city),GeoLocation,GeoLocation (state)
De Cewsville,6621,Valid,H6,340,Fell,01/01/1887 12:00:00 AM,43,-80,,,,POINT (-80 43),
Demina,6649,Valid,L6,16400,Fell,01/01/1911 12:00:00 AM,51.46667,84.76667,,,,POINT (84.76667 51.46667),
Denver,6660,Valid,L6,230,Fell,01/01/1967 12:00:00 AM,39.7825,-104.93056,,,,POINT (-104.93056 39.7825),
Dergaon,6664,Valid,H5,12500,Fell,01/01/2001 12:00:00 AM,26.68333,93.86667,,,,POINT (93.86667 26.68333),
Desuri,6693,Valid,H6,25400,Fell,01/01/1962 12:00:00 AM,25.73333,73.61667,,,,POINT (73.61667 25.73333),
Devgaon,6694,Valid,H3.8,12000,Fell,01/01/2001 12:00:00 AM,19,81,,,,POINT (81 19),
Devri-Khera,6696,Valid,L6,1140,Fell,01/01/1994 12:00:00 AM,24.225,76.525,,,,POINT (76.525 24.225),
Dhajala,6698,Valid,H3.8,45000,Fell,01/01/1976 12:00:00 AM,22.37778,71.42722,,,,POINT (71.42722 22.37778),
Dharwar,6699,Valid,OC,1800,Fell,01/01/1848 12:00:00 AM,14.88333,75.6,,,,POINT (75.6 14.88333),
Dhurmsala,7640,Valid,LL6,32000,Fell,01/01/1860 12:00:00 AM,32.23333,76.46667,,,,POINT (76.46667 32.23333),
Didim,47350,Valid,H3-5,3396,Fell,01/01/2007 12:00:00 AM,37.35172,27.32997,,,,POINT (27.32997 37.35172),
Diep River,7642,Valid,L6,1000,Fell,01/01/1906 12:00:00 AM,-33.75,18.56667,,,,POINT (18.56667 -33.75),
Distrito Quebracho,7649,Valid,H4,400,Fell,01/01/1957 12:00:00 AM,-31.88333,-60.46667,,,,POINT (-60.46667 -31.88333),
Djati-Pengilon,7652,Valid,H6,166000,Fell,01/01/1884 12:00:00 AM,-7.5,111.5,,,,POINT (111.5 -7.5),
Djermaia,7656,Valid,H,3950,Fell,01/01/1961 12:00:00 AM,12.73333,15.05,,,,POINT (15.05 12.73333),
Djoumine,7657,Valid,H5-6,10000,Fell,01/01/1999 12:00:00 AM,36.95,9.55,,,,POINT (9.55 36.95),
Dokachi,7658,Valid,H5,3840,Fell,01/01/1903 12:00:00 AM,23.5,90.33333,,,,POINT (90.33333 23.5),
Dolgovoli,7659,Valid,L6,1600,Fell,01/01/1864 12:00:00 AM,50.75,25.3,,,,POINT (25.3 50.75),
Domanitch,7661,Valid,L5,438,Fell,01/01/1907 12:00:00 AM,40,29,,,,POINT (29 40),
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800,Fell,01/01/1995 12:00:00 AM,45.5,119.03333,,,,POINT (119.03333 45.5),
Donga Kohrod,7707,Valid,H6,230,Fell,01/01/1899 12:00:00 AM,21.86667,82.45,,,,POINT (82.45 21.86667),
Dongtai,7708,Valid,LL6,5500,Fell,01/01/1970 12:00:00 AM,32.91667,120.78333,,,,POINT (120.78333 32.91667),
Doroninsk,7718,Valid,H5-7,3891,Fell,01/01/1805 12:00:00 AM,51.2,112.3,,,,POINT (112.3 51.2),
Dosso,7722,Valid,L6,1250,Fell,01/01/1962 12:00:00 AM,13.05,3.16667,,,,POINT (3.16667 13.05),
Douar Mghila,7723,Valid,LL6,1161,Fell,01/01/1932 12:00:00 AM,32.33333,-6.3,,,,POINT (-6.3 32.33333),
Dowa,7725,Valid,Stone-uncl,642,Fell,01/01/1976 12:00:00 AM,-13.66667,33.91667,,,,POINT (33.91667 -13.66667),
Drake Creek,7728,Valid,L6,5000,Fell,01/01/1827 12:00:00 AM,36.4,-86.5,,,,POINT (-86.5 36.4),
Dresden (Ontario),7731,Valid,H6,47700,Fell,01/01/1939 12:00:00 AM,42.52,-82.26,,,,POINT (-82.26 42.52),
Dubrovnik,7736,Valid,L3-6,1900,Fell,01/01/1951 12:00:00 AM,42.45833,18.44167,,,,POINT (18.44167 42.45833),
Dundrum,7745,Valid,H5,2270,Fell,01/01/1865 12:00:00 AM,52.55,-8.03333,,,,POINT (-8.03333 52.55),
Durala,7750,Valid,L6,13200,Fell,01/01/1815 12:00:00 AM,30.3,76.63333,,,,POINT (76.63333 30.3),
Duruma,7752,Valid,L6,577,Fell,01/01/1853 12:00:00 AM,-4,39.5,,,,POINT (39.5 -4),
Duwun,7754,Valid,L6,2117,Fell,01/01/1943 12:00:00 AM,33.43333,127.26667,,,,POINT (127.26667 33.43333),
Dwaleni,7755,Valid,H4-6,3230,Fell,01/01/1970 12:00:00 AM,-27.2,31.31667,,,,POINT (31.31667 -27.2),
Dyalpur,7757,Valid,Ureilite,300,Fell,01/01/1872 12:00:00 AM,26.25,82,,,,POINT (82 26.25),
Dyarrl Island,7758,Valid,Mesosiderite-A1,188,Fell,01/01/1933 12:00:00 AM,-3,151,,,,POINT (151 -3),
Eagle,7760,Valid,EL6,10000,Fell,01/01/1947 12:00:00 AM,40.78167,-96.47167,,,,POINT (-96.47167 40.78167),
Ehole,7774,Valid,H5,2400,Fell,01/01/1961 12:00:00 AM,-17.3,15.83333,,,,POINT (15.83333 -17.3),
Eichstädt,7775,Valid,H5,3000,Fell,01/01/1785 12:00:00 AM,48.9,11.21667,,,,POINT (11.21667 48.9),
Ekeby,7776,Valid,H4,3336,Fell,01/01/1939 12:00:00 AM,56.03333,13,,,,POINT (13 56.03333),
Ekh Khera,7777,Valid,H6,840,Fell,01/01/1916 12:00:00 AM,28.26667,78.78333,,,,POINT (78.78333 28.26667),
El Idrissia,7807,Valid,L6,10000,Fell,01/01/1989 12:00:00 AM,34.41667,3.25,,,,POINT (3.25 34.41667),
El Paso de Aguila,45977,Valid,H5,17226,Fell,01/01/1977 12:00:00 AM,25.37,-97.37,,,,POINT (-97.37 25.37),
El Tigre,7819,Valid,L6,5000,Fell,01/01/1993 12:00:00 AM,19.96722,-103.05167,,,,POINT (-103.05167 19.96722),
Elbert,7822,Valid,LL6,680.5,Fell,01/01/1998 12:00:00 AM,39.24667,-104.58817,,,,POINT (-104.58817 39.24667),
Elbogen,7823,Valid,"Iron, IID",107000,Fell,12/24/1399 12:00:00 AM,50.18333,12.73333,,,,POINT (12.73333 50.18333),
Elenovka,7824,Valid,L5,54640,Fell,01/01/1951 12:00:00 AM,47.83333,37.66667,,,,POINT (37.66667 47.83333),
Ellemeet,10019,Valid,Diogenite,1470,Fell,01/01/1925 12:00:00 AM,51.75,4,,,,POINT (4 51.75),
Emmaville,10033,Valid,Eucrite-mmict,127,Fell,01/01/1900 12:00:00 AM,-29.46667,151.61667,,,,POINT (151.61667 -29.46667),
Enshi,10038,Valid,H5,8000,Fell,01/01/1974 12:00:00 AM,30.3,109.5,,,,POINT (109.5 30.3),
Ensisheim,10039,Valid,LL6,127000,Fell,12/23/1491 12:00:00 AM,47.86667,7.35,,,,POINT (7.35 47.86667),
Épinal,10041,Valid,H5,277,Fell,01/01/1822 12:00:00 AM,48.18333,6.46667,,,,POINT (6.46667 48.18333),
Erakot,10042,Valid,CM2,113,Fell,01/01/1940 12:00:00 AM,19.03333,81.89167,,,,POINT (81.89167 19.03333),
Erevan,10043,Valid,Howardite,107.2,Fell,01/01/1911 12:00:00 AM,40.3,44.5,,,,POINT (44.5 40.3),
Ergheo,10044,Valid,L5,20000,Fell,01/01/1889 12:00:00 AM,1.16667,44.16667,,,,POINT (44.16667 1.16667),
Erxleben,10049,Valid,H6,2250,Fell,01/01/1812 12:00:00 AM,52.21667,11.25,,,,POINT (11.25 52.21667),
Esnandes,10051,Valid,L6,1500,Fell,01/01/1837 12:00:00 AM,46.25,-1.1,,,,POINT (-1.1 46.25),
Essebi,10055,Valid,C2-ung,500,Fell,01/01/1957 12:00:00 AM,2.88333,30.83333,,,,POINT (30.83333 2.88333),
Estherville,10059,Valid,Mesosiderite-A3/4,320000,Fell,01/01/1879 12:00:00 AM,43.41667,-94.83333,,,,POINT (-94.83333 43.41667),
Farmington,10074,Valid,L5,89400,Fell,01/01/1890 12:00:00 AM,39.75,-97.03333,,,,POINT (-97.03333 39.75),
Farmville,10075,Valid,H4,56000,Fell,01/01/1934 12:00:00 AM,35.55,-77.53333,,,,POINT (-77.53333 35.55),
Favars,10078,Valid,H5,1500,Fell,01/01/1844 12:00:00 AM,44.38333,2.81667,,,,POINT (2.81667 44.38333),
Fayetteville,10079,Valid,H4,2360,Fell,01/01/1934 12:00:00 AM,36.05,-94.16667,,,,POINT (-94.16667 36.05),
Feid Chair,10080,Valid,H4,380,Fell,01/01/1875 12:00:00 AM,36.88333,8.45,,,,POINT (8.45 36.88333),
Felix,10081,Valid,CO3.3,3200,Fell,01/01/1900 12:00:00 AM,32.53333,-87.16667,,,,POINT (-87.16667 32.53333),
Ferguson,10088,Valid,OC,220,Fell,01/01/1889 12:00:00 AM,36.1,-81.41667,,,,POINT (-81.41667 36.1),
Fermo,10091,Valid,H3-5,10200,Fell,01/01/1996 12:00:00 AM,43.18111,13.75333,,,,POINT (13.75333 43.18111),
Fisher,10107,Valid,L6,17600,Fell,01/01/1894 12:00:00 AM,47.81667,-96.85,,,,POINT (-96.85 47.81667),
Florence,10111,Valid,H3,3640,Fell,01/01/1922 12:00:00 AM,30.83333,-97.76667,,,,POINT (-97.76667 30.83333),
Forest City,10119,Valid,H5,152000,Fell,01/01/1890 12:00:00 AM,43.25,-93.66667,,,,POINT (-93.66667 43.25),
Forest Vale,10120,Valid,H4,26000,Fell,01/01/1942 12:00:00 AM,-33.35,146.85833,,,,POINT (146.85833 -33.35),
Forksville,10123,Valid,L6,6067,Fell,01/01/1924 12:00:00 AM,36.78333,-78.08333,,,,POINT (-78.08333 36.78333),
Forsbach,10163,Valid,H6,240,Fell,01/01/1900 12:00:00 AM,50.95,7.31667,,,,POINT (7.31667 50.95),
Forsyth,10164,Valid,L6,16300,Fell,01/01/1829 12:00:00 AM,33.01667,-83.96667,,,,POINT (-83.96667 33.01667),
Frankfort (stone),10177,Valid,Howardite,650,Fell,01/01/1868 12:00:00 AM,34.48333,-87.83333,,,,POINT (-87.83333 34.48333),
Fuhe,52412,Valid,L5,23000,Fell,01/01/1945 12:00:00 AM,31.47556,113.56694,,,,POINT (113.56694 31.47556),
Fukutomi,10836,Valid,L5,11620,Fell,01/01/1882 12:00:00 AM,33.18333,130.2,,,,POINT (130.2 33.18333),
Futtehpur,10839,Valid,L6,4000,Fell,01/01/1822 12:00:00 AM,25.95,80.81667,,,,POINT (80.81667 25.95),
Fuyang,10840,Valid,Stone-uncl,2500,Fell,01/01/1977 12:00:00 AM,32.9,115.9,,,,POINT (115.9 32.9),
Galapian,10846,Valid,H6,132.7,Fell,01/01/1826 12:00:00 AM,44.3,0.4,,,,POINT (0.4 44.3),
Galkiv,10850,Valid,H4,5000,Fell,01/01/1995 12:00:00 AM,51.68333,30.78333,,,,POINT (30.78333 51.68333),
Gambat,10851,Valid,L6,6400,Fell,01/01/1897 12:00:00 AM,27.35,68.53333,,,,POINT (68.53333 27.35),
Garhi Yasin,10860,Valid,"Iron, IIE",380,Fell,01/01/1917 12:00:00 AM,27.88333,68.53333,,,,POINT (68.53333 27.88333),
Garland,10861,Valid,Diogenite-pm,102,Fell,01/01/1950 12:00:00 AM,41.68333,-112.13333,,,,POINT (-112.13333 41.68333),
Gashua,44882,Valid,L6,4162,Fell,01/01/1984 12:00:00 AM,12.85,11.03333,,,,POINT (11.03333 12.85),
Geidam,10870,Valid,H5,725,Fell,01/01/1950 12:00:00 AM,12.91667,11.91667,,,,POINT (11.91667 12.91667),
Gifu,10914,Valid,L6,14290,Fell,01/01/1909 12:00:00 AM,35.53333,136.88333,,,,POINT (136.88333 35.53333),
Girgenti,10917,Valid,L6,18000,Fell,01/01/1853 12:00:00 AM,37.31667,13.56667,,,,POINT (13.56667 37.31667),
Git-Git,10919,Valid,L6,480,Fell,01/01/1947 12:00:00 AM,9.6,9.91667,,,,POINT (9.91667 9.6),
Glanerbrug,10923,Valid,L/LL5,670,Fell,01/01/1990 12:00:00 AM,52.2,6.86667,,,,POINT (6.86667 52.2),
Glanggang,10924,Valid,H5-6,1303,Fell,01/01/1939 12:00:00 AM,-7.25,107.7,,,,POINT (107.7 -7.25),
Glasatovo,10926,Valid,H4,152000,Fell,01/01/1918 12:00:00 AM,57.35,37.61667,,,,POINT (37.61667 57.35),
Glatton,10930,Valid,L6,767,Fell,01/01/1991 12:00:00 AM,52.45972,-0.3,,,,POINT (-0.3 52.45972),
Gnadenfrei,10936,Valid,H5,1750,Fell,01/01/1879 12:00:00 AM,50.66667,16.76667,,,,POINT (16.76667 50.66667),
Gopalpur,10948,Valid,H6,1600,Fell,01/01/1865 12:00:00 AM,24.23333,89.05,,,,POINT (89.05 24.23333),
Gorlovka,10949,Valid,H3.7,3618,Fell,01/01/1974 12:00:00 AM,48.28333,38.08333,,,,POINT (38.08333 48.28333),
Granes,10956,Valid,L6,9000,Fell,01/01/1964 12:00:00 AM,42.9,2.25,,,,POINT (2.25 42.9),
Grimsby,50911,Valid,H5,215,Fell,01/01/2009 12:00:00 AM,43.2,-79.61667,,,,POINT (-79.61667 43.2),
Grosnaja,11206,Valid,CV3,3500,Fell,01/01/1861 12:00:00 AM,43.66667,45.38333,,,,POINT (45.38333 43.66667),
Gross-Divina,11207,Valid,H5,10500,Fell,01/01/1837 12:00:00 AM,49.26667,18.71667,,,,POINT (18.71667 49.26667),
Grossliebenthal,11208,Valid,L6,8000,Fell,01/01/1881 12:00:00 AM,46.35,30.58333,,,,POINT (30.58333 46.35),
Grüneberg,11426,Valid,H4,1000,Fell,01/01/1841 12:00:00 AM,51.93333,15.5,,,,POINT (15.5 51.93333),
Grzempach,11429,Valid,H5,690,Fell,01/01/1910 12:00:00 AM,52.86667,16.63333,,,,POINT (16.63333 52.86667),
Gualeguaychú,11432,Valid,H6,22000,Fell,01/01/1932 12:00:00 AM,-33,-58.61667,,,,POINT (-58.61667 -33),
Guangmingshan,11435,Valid,H5,2910,Fell,01/01/1996 12:00:00 AM,39.80417,122.76389,,,,POINT (122.76389 39.80417),
Guangrao,11437,Valid,L6,1900,Fell,01/01/1980 12:00:00 AM,37.1,118.4,,,,POINT (118.4 37.1),
Guareña,11439,Valid,H6,39000,Fell,01/01/1892 12:00:00 AM,38.73333,-6.01667,,,,POINT (-6.01667 38.73333),
Guêa,11440,Valid,Stone-uncl,1915,Fell,01/01/1891 12:00:00 AM,43.76667,20.23333,,,,POINT (20.23333 43.76667),
Guibga,11442,Valid,L5,288,Fell,01/01/1972 12:00:00 AM,13.5,-0.68333,,,,POINT (-0.68333 13.5),
Guidder,11443,Valid,LL5,968,Fell,01/01/1949 12:00:00 AM,9.91667,13.98333,,,,POINT (13.98333 9.91667),
Gujargaon,11448,Valid,H5,2449,Fell,01/01/1982 12:00:00 AM,22.98333,76.05,,,,POINT (76.05 22.98333),
Gujba,11449,Valid,CBa,100000,Fell,01/01/1984 12:00:00 AM,11.49167,11.65833,,,,POINT (11.65833 11.49167),
Gumoschnik,11450,Valid,H5,5700,Fell,01/01/1904 12:00:00 AM,42.9,24.7,,,,POINT (24.7 42.9),
Gursum,11465,Valid,H4/5,34650,Fell,01/01/1981 12:00:00 AM,9.36667,42.41667,,,,POINT (42.41667 9.36667),
Gütersloh,11466,Valid,H3/4,1000,Fell,01/01/1851 12:00:00 AM,51.91667,8.38333,,,,POINT (8.38333 51.91667),
Gyokukei,11467,Valid,OC,1320,Fell,01/01/1930 12:00:00 AM,35,127.5,,,,POINT (127.5 35),
Hainaut,11472,Valid,H3-6,9000,Fell,01/01/1934 12:00:00 AM,50.31667,3.73333,,,,POINT (3.73333 50.31667),
Hallingeberg,11479,Valid,L3.4,1456,Fell,01/01/1944 12:00:00 AM,57.81667,16.23333,,,,POINT (16.23333 57.81667),
Hamlet,11485,Valid,LL4,3710,Fell,01/01/1959 12:00:00 AM,41.38333,-86.6,,,,POINT (-86.6 41.38333),
Haraiya,11824,Valid,Eucrite-mmict,1000,Fell,01/01/1878 12:00:00 AM,26.8,82.53333,,,,POINT (82.53333 26.8),
Haripura,11829,Valid,CM2,315,Fell,01/01/1921 12:00:00 AM,28.38333,75.78333,,,,POINT (75.78333 28.38333),
Harleton,11830,Valid,L6,8360,Fell,01/01/1961 12:00:00 AM,32.675,-94.51167,,,,POINT (-94.51167 32.675),
Harrison County,11842,Valid,L6,680,Fell,01/01/1859 12:00:00 AM,38.25,-86.16667,,,,POINT (-86.16667 38.25),
Hashima,11848,Valid,H4,1110.6,Fell,01/01/1910 12:00:00 AM,35.2945,136.70033,,,,POINT (136.70033 35.2945),
Hassi-Jekna,11852,Valid,"Iron, IAB-sHL",1250,Fell,01/01/1890 12:00:00 AM,28.95,0.81667,,,,POINT (0.81667 28.95),
Hatford,11855,Valid,Stone-uncl,29000,Fell,01/01/1628 12:00:00 AM,51.65,-1.51667,,,,POINT (-1.51667 51.65),
Haverö,11859,Valid,Ureilite,1544,Fell,01/01/1971 12:00:00 AM,60.24556,22.06194,,,,POINT (22.06194 60.24556),
Hedeskoga,11869,Valid,H5,3500,Fell,01/01/1922 12:00:00 AM,55.46667,13.78333,,,,POINT (13.78333 55.46667),
Hedjaz,11870,Valid,L3.7-6,6100,Fell,01/01/1910 12:00:00 AM,27.33333,35.66667,,,,POINT (35.66667 27.33333),
Heredia,11875,Valid,H5,1000,Fell,01/01/1857 12:00:00 AM,10,-84.1,,,,POINT (-84.1 10),
Hessle,11878,Valid,H5,20000,Fell,01/01/1869 12:00:00 AM,59.85,17.66667,,,,POINT (17.66667 59.85),
Higashi-koen,11883,Valid,H5,750,Fell,01/01/1897 12:00:00 AM,33.6,130.43333,,,,POINT (130.43333 33.6),
High Possil,11884,Valid,L6,4500,Fell,01/01/1804 12:00:00 AM,55.9,-4.23333,,,,POINT (-4.23333 55.9),
Hiroshima,11889,Valid,H5,414,Fell,01/01/2003 12:00:00 AM,34.45,132.38333,,,,POINT (132.38333 34.45),
Hoima,44714,Valid,H6,167.7,Fell,01/01/2003 12:00:00 AM,1.345,31.47278,,,,POINT (31.47278 1.345),
Hökmark,11893,Valid,L4,305.5,Fell,01/01/1954 12:00:00 AM,64.43333,21.2,,,,POINT (21.2 64.43333),
Holbrook,11894,Valid,L/LL6,220000,Fell,01/01/1912 12:00:00 AM,34.9,-110.18333,,,,POINT (-110.18333 34.9),
Holetta,11895,Valid,Stone-uncl,1415,Fell,01/01/1923 12:00:00 AM,9.06667,38.41667,,,,POINT (38.41667 9.06667),
Homestead,11901,Valid,L5,230000,Fell,01/01/1875 12:00:00 AM,41.8,-91.86667,,,,POINT (-91.86667 41.8),
Honolulu,11904,Valid,L5,2420,Fell,01/01/1825 12:00:00 AM,21.3,-157.86667,,,,POINT (-157.86667 21.3),
Hotse,11913,Valid,L6,180,Fell,01/01/1956 12:00:00 AM,35.66667,115.5,,,,POINT (115.5 35.66667),
Hoxie,11915,Valid,OC,266.1,Fell,01/01/1963 12:00:00 AM,39.35,-100.45,,,,POINT (-100.45 39.35),
Hraschina,11916,Valid,"Iron, IID",49000,Fell,01/01/1751 12:00:00 AM,46.1,16.33333,,,,POINT (16.33333 46.1),
Huaxi,54719,Valid,H5,1600,Fell,01/01/2010 12:00:00 AM,26.46469,106.63241,,,,POINT (106.63241 26.46469),
Hungen,11986,Valid,H6,112,Fell,01/01/1877 12:00:00 AM,50.3,8.91667,,,,POINT (8.91667 50.3),
Hvittis,11989,Valid,EL6,14000,Fell,01/01/1901 12:00:00 AM,61.18333,22.68333,,,,POINT (22.68333 61.18333),
Ibbenbüren,11992,Valid,Diogenite,2000,Fell,01/01/1870 12:00:00 AM,52.28333,7.7,,,,POINT (7.7 52.28333),
Ibitira,11993,Valid,Eucrite-mmict,2500,Fell,01/01/1957 12:00:00 AM,-20,-45,,,,POINT (-45 -20),
Ichkala,11995,Valid,H6,3973,Fell,01/01/1936 12:00:00 AM,58.2,82.93333,,,,POINT (82.93333 58.2),
Idutywa,12000,Valid,H5,3457,Fell,01/01/1956 12:00:00 AM,-32.1,28.33333,,,,POINT (28.33333 -32.1),
Iguaracu,12003,Valid,H5,1200,Fell,01/01/1977 12:00:00 AM,-23.2,-51.83333,,,,POINT (-51.83333 -23.2),
Ijopega,12004,Valid,H6,7330,Fell,01/01/1975 12:00:00 AM,-6.03333,145.36667,,,,POINT (145.36667 -6.03333),
Indarch,12027,Valid,EH4,27000,Fell,01/01/1891 12:00:00 AM,39.75,46.66667,,,,POINT (46.66667 39.75),
Independence,12028,Valid,L6,880,Fell,01/01/1917 12:00:00 AM,39.08333,-94.4,,,,POINT (-94.4 39.08333),
Inner Mongolia,12037,Valid,L6,3000,Fell,01/01/1963 12:00:00 AM,41,112,,,,POINT (112 41),
Innisfree,12039,Valid,L5,4576,Fell,01/01/1977 12:00:00 AM,53.415,-111.3375,,,,POINT (-111.3375 53.415),
Ipiranga,12043,Valid,H6,7000,Fell,01/01/1972 12:00:00 AM,-25.5,-54.5,,,,POINT (-54.5 -25.5),
Ishinga,12049,Valid,H,1300,Fell,01/01/1954 12:00:00 AM,-8.93333,33.8,,,,POINT (33.8 -8.93333),
Isthilart,12053,Valid,H5,3050,Fell,01/01/1928 12:00:00 AM,-31.18333,-57.95,,,,POINT (-57.95 -31.18333),
Itapicuru-Mirim,12056,Valid,H5,2024,Fell,01/01/1879 12:00:00 AM,-3.4,-44.33333,,,,POINT (-44.33333 -3.4),
Itqiy,12058,Valid,EH7-an,4720,Fell,01/01/1990 12:00:00 AM,26.59083,-12.95217,,,,POINT (-12.95217 26.59083),
Ivuna,12063,Valid,CI1,704.5,Fell,01/01/1938 12:00:00 AM,-8.41667,32.43333,,,,POINT (32.43333 -8.41667),
Jackalsfontein,12065,Valid,L6,48000,Fell,01/01/1903 12:00:00 AM,-32.5,21.9,,,,POINT (21.9 -32.5),
Jajh deh Kot Lalu,12067,Valid,EL6,973,Fell,01/01/1926 12:00:00 AM,26.75,68.41667,,,,POINT (68.41667 26.75),
Jalanash,12068,Valid,Ureilite,700,Fell,01/01/1990 12:00:00 AM,,,,,,,
Jalandhar,12069,Valid,Iron,1967,Fell,01/01/1621 12:00:00 AM,31,75,,,,POINT (75 31),
Jartai,12074,Valid,L6,20500,Fell,01/01/1979 12:00:00 AM,39.7,105.8,,,,POINT (105.8 39.7),
Jelica,12078,Valid,LL6,34000,Fell,01/01/1889 12:00:00 AM,43.83333,20.44167,,,,POINT (20.44167 43.83333),
Jemlapur,12079,Valid,L6,450,Fell,01/01/1901 12:00:00 AM,,,,,,,
Jesenice,51589,Valid,L6,3667,Fell,01/01/2009 12:00:00 AM,46.42137,14.05217,,,,POINT (14.05217 46.42137),
Jhung,12085,Valid,L5,5900,Fell,01/01/1873 12:00:00 AM,31.3,72.38333,,,,POINT (72.38333 31.3),
Jiange,12086,Valid,H5,222,Fell,01/01/1964 12:00:00 AM,31.91667,104.91667,,,,POINT (104.91667 31.91667),
Jianshi,12087,Valid,"Iron, IIIAB",600000,Fell,01/01/1890 12:00:00 AM,30.80833,109.5,,,,POINT (109.5 30.80833),
Jilin,12171,Valid,H5,4000000,Fell,01/01/1976 12:00:00 AM,44.05,126.16667,,,,POINT (126.16667 44.05),
Jodiya,47362,Valid,L5,100,Fell,01/01/2006 12:00:00 AM,22.68,70.31333,,,,POINT (70.31333 22.68),
Johnstown,12198,Valid,Diogenite,40300,Fell,01/01/1924 12:00:00 AM,40.35,-104.9,,,,POINT (-104.9 40.35),
Jolomba,12199,Valid,LL6,483,Fell,01/01/1974 12:00:00 AM,-11.85,15.83333,,,,POINT (15.83333 -11.85),
Jonzac,12202,Valid,Eucrite-mmict,5000,Fell,01/01/1819 12:00:00 AM,45.43333,-0.45,,,,POINT (-0.45 45.43333),
Juancheng,12203,Valid,H5,100000,Fell,01/01/1997 12:00:00 AM,35.5,115.41667,,,,POINT (115.41667 35.5),
Judesegeri,12207,Valid,H6,680,Fell,01/01/1876 12:00:00 AM,12.85,76.8,,,,POINT (76.8 12.85),
Jumapalo,12209,Valid,L6,32490,Fell,01/01/1984 12:00:00 AM,-7.71667,111.2,,,,POINT (111.2 -7.71667),
Junan,12210,Valid,L6,950,Fell,01/01/1976 12:00:00 AM,35.2,118.8,,,,POINT (118.8 35.2),
Juromenha,12213,Valid,"Iron, IIIAB",25250,Fell,01/01/1968 12:00:00 AM,38.74028,-7.27,,,,POINT (-7.27 38.74028),
Juvinas,12214,Valid,Eucrite-mmict,91000,Fell,01/01/1821 12:00:00 AM,44.71667,4.3,,,,POINT (4.3 44.71667),
Kaba,12218,Valid,CV3,3000,Fell,01/01/1857 12:00:00 AM,47.35,21.3,,,,POINT (21.3 47.35),
Kabo,12220,Valid,H4,13400,Fell,01/01/1971 12:00:00 AM,11.85,8.21667,,,,POINT (8.21667 11.85),
Kaee,12222,Valid,H5,230,Fell,01/01/1838 12:00:00 AM,27.25,79.96667,,,,POINT (79.96667 27.25),
Kagarlyk,12227,Valid,L6,1900,Fell,01/01/1908 12:00:00 AM,49.86667,30.83333,,,,POINT (30.83333 49.86667),
Kaidun,12228,Valid,CR2,2000,Fell,01/01/1980 12:00:00 AM,15,48.3,,,,POINT (48.3 15),
Kainsaz,12229,Valid,CO3.2,200000,Fell,01/01/1937 12:00:00 AM,55.43333,53.25,,,,POINT (53.25 55.43333),
Kakangari,12230,Valid,K3,350,Fell,01/01/1890 12:00:00 AM,12.38333,78.51667,,,,POINT (78.51667 12.38333),
Kakowa,12231,Valid,L6,577,Fell,01/01/1858 12:00:00 AM,45.13333,21.66667,,,,POINT (21.66667 45.13333),
Kalaba,12232,Valid,H4,950,Fell,01/01/1951 12:00:00 AM,-6.83333,29.5,,,,POINT (29.5 -6.83333),
Kalumbi,12236,Valid,L6,4500,Fell,01/01/1879 12:00:00 AM,17.83333,73.98333,,,,POINT (73.98333 17.83333),
Kamalpur,12238,Valid,L6,2770,Fell,01/01/1942 12:00:00 AM,26.03333,81.46667,,,,POINT (81.46667 26.03333),
Kamiomi,12240,Valid,H5,448,Fell,01/01/1913 12:00:00 AM,36.04167,139.95667,,,,POINT (139.95667 36.04167),
Kamsagar,12241,Valid,L6,1293,Fell,01/01/1902 12:00:00 AM,14.18333,75.8,,,,POINT (75.8 14.18333),
Kandahar (Afghanistan),12243,Valid,L6,299,Fell,01/01/1959 12:00:00 AM,31.6,65.78333,,,,POINT (65.78333 31.6),
Kangean,12245,Valid,H5,1630,Fell,01/01/1908 12:00:00 AM,-7,115.5,,,,POINT (115.5 -7),
Kangra Valley,12246,Valid,H5,400,Fell,01/01/1897 12:00:00 AM,32.08333,76.3,,,,POINT (76.3 32.08333),
Kapoeta,12251,Valid,Howardite,11355,Fell,01/01/1942 12:00:00 AM,4.7,33.63333,,,,POINT (33.63333 4.7),
Kaprada,47357,Valid,L5/6,1600,Fell,01/01/2004 12:00:00 AM,20.33916,73.22329,,,,POINT (73.22329 20.33916),
Kaptal-Aryk,12253,Valid,L6,3500,Fell,01/01/1937 12:00:00 AM,42.45,73.36667,,,,POINT (73.36667 42.45),
Karakol,12256,Valid,LL6,3000,Fell,01/01/1840 12:00:00 AM,47.21667,81.01667,,,,POINT (81.01667 47.21667),
Karatu,12258,Valid,LL6,2220,Fell,01/01/1963 12:00:00 AM,-3.5,35.58333,,,,POINT (35.58333 -3.5),
Karewar,12260,Valid,L6,180,Fell,01/01/1949 12:00:00 AM,12.9,7.15,,,,POINT (7.15 12.9),
Karkh,12262,Valid,L6,22000,Fell,01/01/1905 12:00:00 AM,27.8,67.16667,,,,POINT (67.16667 27.8),
Karloowala,12263,Valid,L6,2950,Fell,01/01/1955 12:00:00 AM,31.58333,71.6,,,,POINT (71.6 31.58333),
